Unnamed: 0,country,date,demand,type
166.0,SI,2016-06-01,7.0,power
155.0,IE,2016-06-01,0.0,power
154.0,HU,2016-06-01,107.0,power
173.0,DE,2016-07-01,630.0,power
169.0,BE,2016-07-01,244.0,power
170.0,BG,2016-07-01,38.0,power
171.0,CY,2016-07-01,0.0,power
172.0,CZ,2016-07-01,27.0,power
168.0,AT,2016-07-01,14.0,power
174.0,DK,2016-07-01,7.0,power
176.0,ES,2016-07-01,481.0,power
177.0,EU27_2020,2016-07-01,4879.0,power
178.0,FI,2016-07-01,8.0,power
179.0,FR,2016-07-01,191.0,power
180.0,GR,2016-07-01,269.0,power
175.0,EE,2016-07-01,4.0,power
181.0,HR,2016-07-01,16.0,power
182.0,HU,2016-07-01,118.0,power
190.0,PL,2016-07-01,63.0,power
184.0,IT,2016-07-01,2010.0,power
185.0,LT,2016-07-01,8.0,power
186.0,LU,2016-07-01,0.0,power
187.0,LV,2016-07-01,36.0,power
189.0,NL,2016-07-01,548.0,power
188.0,MT,2016-07-01,0.0,power
191.0,PT,2016-07-01,159.0,power
192.0,RO,2016-07-01,0.0,power
193.0,SE,2016-07-01,0.0,power
194.0,SI,2016-07-01,8.0,power
183.0,IE,2016-07-01,0.0,power
195.0,SK,2016-07-01,0.0,power
197.0,BE,2016-08-01,280.0,power
198.0,BG,2016-08-01,37.0,power
199.0,CY,2016-08-01,0.0,power
200.0,CZ,2016-08-01,48.0,power
201.0,DE,2016-08-01,0.0,power
204.0,ES,2016-08-01,420.0,power
203.0,EE,2016-08-01,2.0,power
205.0,EU27_2020,2016-08-01,4136.0,power
206.0,FI,2016-08-01,10.0,power
207.0,FR,2016-08-01,216.0,power
196.0,AT,2016-08-01,10.0,power
209.0,HR,2016-08-01,16.0,power
208.0,GR,2016-08-01,229.0,power
202.0,DK,2016-08-01,4.0,power
210.0,HU,2016-08-01,111.0,power
212.0,IT,2016-08-01,1756.0,power
213.0,LT,2016-08-01,0.0,power
214.0,LU,2016-08-01,0.0,power
215.0,LV,2016-08-01,28.0,power
216.0,MT,2016-08-01,0.0,power
219.0,PT,2016-08-01,273.0,power
223.0,SK,2016-08-01,0.0,power
220.0,RO,2016-08-01,0.0,power
221.0,SE,2016-08-01,0.0,power
222.0,SI,2016-08-01,8.0,power
211.0,IE,2016-08-01,0.0,power
217.0,NL,2016-08-01,607.0,power
218.0,PL,2016-08-01,81.0,power
225.0,BE,2016-09-01,327.0,power
226.0,BG,2016-09-01,38.0,power
227.0,CY,2016-09-01,0.0,power
228.0,CZ,2016-09-01,78.0,power
229.0,DE,2016-09-01,0.0,power
232.0,ES,2016-09-01,437.0,power
231.0,EE,2016-09-01,3.0,power
233.0,EU27_2020,2016-09-01,5234.0,power
234.0,FI,2016-09-01,11.0,power
235.0,FR,2016-09-01,460.0,power
224.0,AT,2016-09-01,90.0,power
237.0,HR,2016-09-01,20.0,power
236.0,GR,2016-09-01,229.0,power
230.0,DK,2016-09-01,8.0,power
238.0,HU,2016-09-01,128.0,power
240.0,IT,2016-09-01,2288.0,power
241.0,LT,2016-09-01,20.0,power
242.0,LU,2016-09-01,0.0,power
243.0,LV,2016-09-01,30.0,power
244.0,MT,2016-09-01,0.0,power
247.0,PT,2016-09-01,278.0,power
251.0,SK,2016-09-01,0.0,power
248.0,RO,2016-09-01,0.0,power
249.0,SE,2016-09-01,0.0,power
250.0,SI,2016-09-01,8.0,power
239.0,IE,2016-09-01,0.0,power
245.0,NL,2016-09-01,695.0,power
246.0,PL,2016-09-01,86.0,power
263.0,FR,2016-10-01,560.0,power
264.0,GR,2016-10-01,266.0,power
252.0,AT,2016-10-01,162.0,power
253.0,BE,2016-10-01,475.0,power
254.0,BG,2016-10-01,67.0,power
256.0,CZ,2016-10-01,87.0,power
259.0,EE,2016-10-01,18.0,power
258.0,DK,2016-10-01,13.0,power
260.0,ES,2016-10-01,633.0,power
261.0,EU27_2020,2016-10-01,6005.0,power
262.0,FI,2016-10-01,29.0,power
265.0,HR,2016-10-01,53.0,power
255.0,CY,2016-10-01,0.0,power
257.0,DE,2016-10-01,0.0,power
279.0,SK,2016-10-01,0.0,power
266.0,HU,2016-10-01,148.0,power
273.0,NL,2016-10-01,735.0,power
267.0,IE,2016-10-01,0.0,power
268.0,IT,2016-10-01,2230.0,power
269.0,LT,2016-10-01,28.0,power
271.0,LV,2016-10-01,85.0,power
270.0,LU,2016-10-01,0.0,power
275.0,PT,2016-10-01,256.0,power
274.0,PL,2016-10-01,153.0,power
276.0,RO,2016-10-01,0.0,power
277.0,SE,2016-10-01,0.0,power
278.0,SI,2016-10-01,7.0,power
272.0,MT,2016-10-01,0.0,power
285.0,DE,2016-11-01,0.0,power
282.0,BG,2016-11-01,105.0,power
283.0,CY,2016-11-01,0.0,power
284.0,CZ,2016-11-01,66.0,power
280.0,AT,2016-11-01,247.0,power
281.0,BE,2016-11-01,477.0,power
288.0,ES,2016-11-01,674.0,power
289.0,EU27_2020,2016-11-01,5768.0,power
290.0,FI,2016-11-01,73.0,power
291.0,FR,2016-11-01,570.0,power
293.0,HR,2016-11-01,45.0,power
287.0,EE,2016-11-01,25.0,power
292.0,GR,2016-11-01,246.0,power
286.0,DK,2016-11-01,58.0,power
294.0,HU,2016-11-01,168.0,power
296.0,IT,2016-11-01,2386.0,power
297.0,LT,2016-11-01,66.0,power
298.0,LU,2016-11-01,0.0,power
301.0,NL,2016-11-01,0.0,power
295.0,IE,2016-11-01,0.0,power
303.0,PT,2016-11-01,277.0,power
299.0,LV,2016-11-01,111.0,power
304.0,RO,2016-11-01,0.0,power
305.0,SE,2016-11-01,0.0,power
306.0,SI,2016-11-01,14.0,power
307.0,SK,2016-11-01,0.0,power
302.0,PL,2016-11-01,160.0,power
300.0,MT,2016-11-01,0.0,power
309.0,BE,2016-12-01,515.0,power
310.0,BG,2016-12-01,145.0,power
311.0,CY,2016-12-01,0.0,power
312.0,CZ,2016-12-01,82.0,power
313.0,DE,2016-12-01,0.0,power
308.0,AT,2016-12-01,318.0,power
317.0,EU27_2020,2016-12-01,7104.0,power
316.0,ES,2016-12-01,644.0,power
318.0,FI,2016-12-01,66.0,power
319.0,FR,2016-12-01,644.0,power
314.0,DK,2016-12-01,47.0,power
320.0,GR,2016-12-01,342.0,power
315.0,EE,2016-12-01,27.0,power
321.0,HR,2016-12-01,61.0,power
322.0,HU,2016-12-01,195.0,power
330.0,PL,2016-12-01,176.0,power
325.0,LT,2016-12-01,55.0,power
326.0,LU,2016-12-01,0.0,power
327.0,LV,2016-12-01,90.0,power
328.0,MT,2016-12-01,0.0,power
329.0,NL,2016-12-01,837.0,power
324.0,IT,2016-12-01,2562.0,power
331.0,PT,2016-12-01,282.0,power
333.0,SE,2016-12-01,0.0,power
334.0,SI,2016-12-01,16.0,power
335.0,SK,2016-12-01,0.0,power
323.0,IE,2016-12-01,0.0,power
332.0,RO,2016-12-01,0.0,power
337.0,BE,2017-01-01,502.1,power
338.0,BG,2017-01-01,188.0,power
339.0,CY,2017-01-01,0.0,power
340.0,CZ,2017-01-01,74.0,power
341.0,DE,2017-01-01,2010.0,power
344.0,ES,2017-01-01,580.0,power
343.0,EE,2017-01-01,32.0,power
345.0,EU27_2020,2017-01-01,9754.1,power
346.0,FI,2017-01-01,84.0,power
347.0,FR,2017-01-01,629.0,power
336.0,AT,2017-01-01,459.0,power
349.0,HR,2017-01-01,87.0,power
348.0,GR,2017-01-01,377.0,power
342.0,DK,2017-01-01,67.0,power
350.0,HU,2017-01-01,410.0,power
352.0,IT,2017-01-01,2562.0,power
353.0,LT,2017-01-01,52.0,power
354.0,LU,2017-01-01,0.0,power
355.0,LV,2017-01-01,107.0,power
356.0,MT,2017-01-01,0.0,power
359.0,PT,2017-01-01,306.0,power
363.0,SK,2017-01-01,0.0,power
360.0,RO,2017-01-01,0.0,power
361.0,SE,2017-01-01,0.0,power
362.0,SI,2017-01-01,21.0,power
351.0,IE,2017-01-01,0.0,power
357.0,NL,2017-01-01,927.0,power
358.0,PL,2017-01-01,280.0,power
365.0,BE,2017-02-01,379.7,power
366.0,BG,2017-02-01,127.0,power
367.0,CY,2017-02-01,0.0,power
368.0,CZ,2017-02-01,52.0,power
369.0,DE,2017-02-01,1371.0,power
372.0,ES,2017-02-01,320.0,power
371.0,EE,2017-02-01,30.0,power
373.0,EU27_2020,2017-02-01,7197.7,power
374.0,FI,2017-02-01,73.0,power
375.0,FR,2017-02-01,499.0,power
364.0,AT,2017-02-01,320.0,power
377.0,HR,2017-02-01,67.0,power
376.0,GR,2017-02-01,253.0,power
370.0,DK,2017-02-01,57.0,power
378.0,HU,2017-02-01,258.0,power
380.0,IT,2017-02-01,2164.0,power
381.0,LT,2017-02-01,43.0,power
382.0,LU,2017-02-01,0.0,power
383.0,LV,2017-02-01,93.0,power
384.0,MT,2017-02-01,3.0,power
387.0,PT,2017-02-01,247.0,power
391.0,SK,2017-02-01,0.0,power
388.0,RO,2017-02-01,0.0,power
389.0,SE,2017-02-01,0.0,power
390.0,SI,2017-02-01,17.0,power
379.0,IE,2017-02-01,0.0,power
385.0,NL,2017-02-01,658.0,power
386.0,PL,2017-02-01,166.0,power
403.0,FR,2017-03-01,437.0,power
404.0,GR,2017-03-01,174.0,power
392.0,AT,2017-03-01,206.0,power
393.0,BE,2017-03-01,352.4,power
394.0,BG,2017-03-01,98.0,power
396.0,CZ,2017-03-01,34.0,power
399.0,EE,2017-03-01,24.0,power
398.0,DK,2017-03-01,37.0,power
400.0,ES,2017-03-01,304.0,power
401.0,EU27_2020,2017-03-01,6217.4,power
402.0,FI,2017-03-01,58.0,power
405.0,HR,2017-03-01,39.0,power
395.0,CY,2017-03-01,0.0,power
397.0,DE,2017-03-01,1213.0,power
419.0,SK,2017-03-01,0.0,power
406.0,HU,2017-03-01,181.0,power
413.0,NL,2017-03-01,658.0,power
407.0,IE,2017-03-01,0.0,power
408.0,IT,2017-03-01,1864.0,power
409.0,LT,2017-03-01,14.0,power
411.0,LV,2017-03-01,60.0,power
410.0,LU,2017-03-01,0.0,power
415.0,PT,2017-03-01,268.0,power
414.0,PL,2017-03-01,174.0,power
416.0,RO,2017-03-01,0.0,power
417.0,SE,2017-03-01,0.0,power
418.0,SI,2017-03-01,14.0,power
412.0,MT,2017-03-01,8.0,power
424.0,CZ,2017-04-01,22.0,power
421.0,BE,2017-04-01,374.9,power
422.0,BG,2017-04-01,64.0,power
423.0,CY,2017-04-01,0.0,power
425.0,DE,2017-04-01,982.0,power
420.0,AT,2017-04-01,117.0,power
427.0,EE,2017-04-01,22.0,power
428.0,ES,2017-04-01,264.0,power
429.0,EU27_2020,2017-04-01,5561.9,power
430.0,FI,2017-04-01,36.0,power
431.0,FR,2017-04-01,347.0,power
433.0,HR,2017-04-01,32.0,power
432.0,GR,2017-04-01,177.0,power
426.0,DK,2017-04-01,21.0,power
434.0,HU,2017-04-01,172.0,power
439.0,LV,2017-04-01,55.0,power
436.0,IT,2017-04-01,1731.0,power
437.0,LT,2017-04-01,25.0,power
438.0,LU,2017-04-01,0.0,power
440.0,MT,2017-04-01,19.0,power
435.0,IE,2017-04-01,0.0,power
447.0,SK,2017-04-01,0.0,power
443.0,PT,2017-04-01,250.0,power
444.0,RO,2017-04-01,0.0,power
445.0,SE,2017-04-01,0.0,power
446.0,SI,2017-04-01,11.0,power
441.0,NL,2017-04-01,669.0,power
442.0,PL,2017-04-01,171.0,power
449.0,BE,2017-05-01,304.9,power
450.0,BG,2017-05-01,42.0,power
451.0,CY,2017-05-01,0.0,power
452.0,CZ,2017-05-01,15.0,power
453.0,DE,2017-05-01,909.0,power
456.0,ES,2017-05-01,338.0,power
455.0,EE,2017-05-01,12.0,power
448.0,AT,2017-05-01,33.0,power
457.0,EU27_2020,2017-05-01,5089.9,power
458.0,FI,2017-05-01,14.0,power
459.0,FR,2017-05-01,192.0,power
461.0,HR,2017-05-01,29.0,power
460.0,GR,2017-05-01,220.0,power
454.0,DK,2017-05-01,10.0,power
462.0,HU,2017-05-01,125.0,power
464.0,IT,2017-05-01,1745.0,power
465.0,LT,2017-05-01,18.0,power
466.0,LU,2017-05-01,0.0,power
467.0,LV,2017-05-01,31.0,power
468.0,MT,2017-05-01,21.0,power
471.0,PT,2017-05-01,303.0,power
475.0,SK,2017-05-01,0.0,power
463.0,IE,2017-05-01,0.0,power
472.0,RO,2017-05-01,0.0,power
473.0,SE,2017-05-01,0.0,power
474.0,SI,2017-05-01,9.0,power
469.0,NL,2017-05-01,618.0,power
470.0,PL,2017-05-01,101.0,power
487.0,FR,2017-06-01,172.0,power
488.0,GR,2017-06-01,302.0,power
476.0,AT,2017-06-01,85.0,power
477.0,BE,2017-06-01,268.8,power
478.0,BG,2017-06-01,36.0,power
480.0,CZ,2017-06-01,44.0,power
483.0,EE,2017-06-01,7.0,power
482.0,DK,2017-06-01,6.0,power
484.0,ES,2017-06-01,618.0,power
485.0,EU27_2020,2017-06-01,5563.8,power
486.0,FI,2017-06-01,5.0,power
489.0,HR,2017-06-01,34.0,power
479.0,CY,2017-06-01,0.0,power
481.0,DE,2017-06-01,723.0,power
503.0,SK,2017-06-01,0.0,power
490.0,HU,2017-06-01,144.0,power
497.0,NL,2017-06-01,559.0,power
491.0,IE,2017-06-01,0.0,power
492.0,IT,2017-06-01,2048.0,power
493.0,LT,2017-06-01,11.0,power
495.0,LV,2017-06-01,32.0,power
494.0,LU,2017-06-01,0.0,power
499.0,PT,2017-06-01,338.0,power
498.0,PL,2017-06-01,92.0,power
500.0,RO,2017-06-01,0.0,power
501.0,SE,2017-06-01,0.0,power
502.0,SI,2017-06-01,9.0,power
496.0,MT,2017-06-01,30.0,power
515.0,FR,2017-07-01,285.0,power
504.0,AT,2017-07-01,73.0,power
505.0,BE,2017-07-01,277.9,power
506.0,BG,2017-07-01,36.0,power
507.0,CY,2017-07-01,0.0,power
508.0,CZ,2017-07-01,73.0,power
511.0,EE,2017-07-01,8.0,power
510.0,DK,2017-07-01,8.0,power
512.0,ES,2017-07-01,732.0,power
513.0,EU27_2020,2017-07-01,6255.9,power
517.0,HR,2017-07-01,61.0,power
509.0,DE,2017-07-01,803.0,power
516.0,GR,2017-07-01,320.0,power
514.0,FI,2017-07-01,6.0,power
530.0,SI,2017-07-01,9.0,power
531.0,SK,2017-07-01,0.0,power
519.0,IE,2017-07-01,0.0,power
520.0,IT,2017-07-01,2234.0,power
521.0,LT,2017-07-01,3.0,power
522.0,LU,2017-07-01,0.0,power
523.0,LV,2017-07-01,30.0,power
525.0,NL,2017-07-01,617.0,power
527.0,PT,2017-07-01,398.0,power
526.0,PL,2017-07-01,100.0,power
528.0,RO,2017-07-01,0.0,power
529.0,SE,2017-07-01,0.0,power
518.0,HU,2017-07-01,147.0,power
524.0,MT,2017-07-01,35.0,power
534.0,BG,2017-08-01,35.0,power
535.0,CY,2017-08-01,0.0,power
536.0,CZ,2017-08-01,49.0,power
537.0,DE,2017-08-01,682.0,power
545.0,HR,2017-08-01,63.0,power
541.0,EU27_2020,2017-08-01,5698.3,power
540.0,ES,2017-08-01,690.0,power
542.0,FI,2017-08-01,8.0,power
543.0,FR,2017-08-01,196.0,power
538.0,DK,2017-08-01,7.0,power
533.0,BE,2017-08-01,263.3,power
539.0,EE,2017-08-01,9.0,power
532.0,AT,2017-08-01,69.0,power
544.0,GR,2017-08-01,345.0,power
548.0,IT,2017-08-01,2076.0,power
559.0,SK,2017-08-01,0.0,power
549.0,LT,2017-08-01,5.0,power
550.0,LU,2017-08-01,0.0,power
551.0,LV,2017-08-01,24.0,power
555.0,PT,2017-08-01,415.0,power
554.0,PL,2017-08-01,99.0,power
552.0,MT,2017-08-01,36.0,power
557.0,SE,2017-08-01,0.0,power
558.0,SI,2017-08-01,9.0,power
547.0,IE,2017-08-01,0.0,power
553.0,NL,2017-08-01,455.0,power
546.0,HU,2017-08-01,163.0,power
556.0,RO,2017-08-01,0.0,power
564.0,CZ,2017-09-01,39.0,power
572.0,GR,2017-09-01,268.0,power
560.0,AT,2017-09-01,78.0,power
561.0,BE,2017-09-01,272.9,power
562.0,BG,2017-09-01,34.0,power
563.0,CY,2017-09-01,0.0,power
571.0,FR,2017-09-01,306.0,power
567.0,EE,2017-09-01,9.0,power
568.0,ES,2017-09-01,611.0,power
569.0,EU27_2020,2017-09-01,5642.9,power
570.0,FI,2017-09-01,11.0,power
565.0,DE,2017-09-01,880.0,power
566.0,DK,2017-09-01,9.0,power
573.0,HR,2017-09-01,46.0,power
575.0,IE,2017-09-01,0.0,power
581.0,NL,2017-09-01,596.0,power
587.0,SK,2017-09-01,0.0,power
576.0,IT,2017-09-01,1800.0,power
577.0,LT,2017-09-01,9.0,power
579.0,LV,2017-09-01,25.0,power
580.0,MT,2017-09-01,42.0,power
578.0,LU,2017-09-01,0.0,power
582.0,PL,2017-09-01,112.0,power
584.0,RO,2017-09-01,0.0,power
585.0,SE,2017-09-01,0.0,power
586.0,SI,2017-09-01,8.0,power
574.0,HU,2017-09-01,147.0,power
583.0,PT,2017-09-01,340.0,power
593.0,DE,2017-10-01,977.0,power
601.0,HR,2017-10-01,68.0,power
590.0,BG,2017-10-01,53.0,power
591.0,CY,2017-10-01,0.0,power
592.0,CZ,2017-10-01,38.0,power
588.0,AT,2017-10-01,158.0,power
594.0,DK,2017-10-01,5.0,power
596.0,ES,2017-10-01,755.0,power
597.0,EU27_2020,2017-10-01,6846.6,power
598.0,FI,2017-10-01,22.0,power
599.0,FR,2017-10-01,570.0,power
589.0,BE,2017-10-01,395.6,power
595.0,EE,2017-10-01,21.0,power
600.0,GR,2017-10-01,243.0,power
607.0,LV,2017-10-01,50.0,power
602.0,HU,2017-10-01,194.0,power
604.0,IT,2017-10-01,2119.0,power
605.0,LT,2017-10-01,25.0,power
606.0,LU,2017-10-01,0.0,power
608.0,MT,2017-10-01,35.0,power
603.0,IE,2017-10-01,0.0,power
613.0,SE,2017-10-01,0.0,power
611.0,PT,2017-10-01,279.0,power
612.0,RO,2017-10-01,0.0,power
614.0,SI,2017-10-01,10.0,power
615.0,SK,2017-10-01,0.0,power
609.0,NL,2017-10-01,659.0,power
610.0,PL,2017-10-01,170.0,power
618.0,BG,2017-11-01,102.0,power
619.0,CY,2017-11-01,0.0,power
620.0,CZ,2017-11-01,62.0,power
621.0,DE,2017-11-01,1467.0,power
616.0,AT,2017-11-01,244.0,power
625.0,EU27_2020,2017-11-01,8576.1,power
624.0,ES,2017-11-01,889.0,power
626.0,FI,2017-11-01,27.0,power
627.0,FR,2017-11-01,572.0,power
622.0,DK,2017-11-01,11.0,power
617.0,BE,2017-11-01,450.1,power
623.0,EE,2017-11-01,26.0,power
628.0,GR,2017-11-01,304.0,power
629.0,HR,2017-11-01,75.0,power
632.0,IT,2017-11-01,2566.0,power
630.0,HU,2017-11-01,318.0,power
633.0,LT,2017-11-01,32.0,power
634.0,LU,2017-11-01,0.0,power
635.0,LV,2017-11-01,57.0,power
637.0,NL,2017-11-01,844.0,power
640.0,RO,2017-11-01,0.0,power
636.0,MT,2017-11-01,19.0,power
641.0,SE,2017-11-01,0.0,power
642.0,SI,2017-11-01,14.0,power
643.0,SK,2017-11-01,0.0,power
631.0,IE,2017-11-01,0.0,power
638.0,PL,2017-11-01,178.0,power
639.0,PT,2017-11-01,319.0,power
649.0,DE,2017-12-01,1443.0,power
645.0,BE,2017-12-01,415.4,power
646.0,BG,2017-12-01,131.0,power
647.0,CY,2017-12-01,0.0,power
648.0,CZ,2017-12-01,41.0,power
657.0,HR,2017-12-01,55.0,power
644.0,AT,2017-12-01,233.0,power
652.0,ES,2017-12-01,608.0,power
653.0,EU27_2020,2017-12-01,7825.4,power
654.0,FI,2017-12-01,55.0,power
655.0,FR,2017-12-01,480.0,power
650.0,DK,2017-12-01,16.0,power
651.0,EE,2017-12-01,31.0,power
656.0,GR,2017-12-01,291.0,power
660.0,IT,2017-12-01,2333.0,power
658.0,HU,2017-12-01,303.0,power
671.0,SK,2017-12-01,0.0,power
661.0,LT,2017-12-01,37.0,power
662.0,LU,2017-12-01,0.0,power
664.0,MT,2017-12-01,27.0,power
667.0,PT,2017-12-01,261.0,power
663.0,LV,2017-12-01,57.0,power
668.0,RO,2017-12-01,0.0,power
669.0,SE,2017-12-01,0.0,power
670.0,SI,2017-12-01,14.0,power
659.0,IE,2017-12-01,0.0,power
665.0,NL,2017-12-01,804.0,power
666.0,PL,2017-12-01,190.0,power
677.0,DE,2018-01-01,1393.0,power
673.0,BE,2018-01-01,316.0,power
674.0,BG,2018-01-01,137.0,power
675.0,CY,2018-01-01,0.0,power
676.0,CZ,2018-01-01,39.0,power
685.0,HR,2018-01-01,63.0,power
678.0,DK,2018-01-01,43.0,power
680.0,ES,2018-01-01,460.0,power
681.0,EU27_2020,2018-01-01,7108.0,power
682.0,FI,2018-01-01,68.0,power
683.0,FR,2018-01-01,168.0,power
672.0,AT,2018-01-01,258.0,power
679.0,EE,2018-01-01,40.0,power
684.0,GR,2018-01-01,271.0,power
688.0,IT,2018-01-01,2126.0,power
686.0,HU,2018-01-01,296.0,power
689.0,LT,2018-01-01,42.0,power
